instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,leaflets,price reduction,casual,registered,cnt,date_offset,season_clean,weekday_clean
263,2011-09-20,3.0,0,9,0,2,1,2,22.4667,0.532217,132.1875,0.134954,736,0,438,3203,3641,600,3,1
386,2012-01-21,1.0,1,1,0,6,0,2,6.9333,0.174875,124.6875,0.222642,798,0,67,1234,1301,1101,1,5
153,2011-06-02,2.0,0,6,0,4,1,1,28.6,0.643942,45.75,0.292287,740,1,736,4232,4968,282,2,3
451,2012-03-26,2.0,1,3,0,1,1,1,17.8333,0.43875,71.68755,0.386821,747,0,795,4763,5558,6,2,0
537,2012-06-20,2.0,1,6,0,3,1,1,31.3,0.720975,88.81245,0.11381199999999997,772,0,872,5339,6211,300,2,2
419,2012-02-23,1.0,1,2,0,4,1,1,18.1667,0.444446,83.18745,0.190913,509,0,516,4546,5062,1203,1,3
152,2011-06-01,2.0,0,6,0,3,1,2,30.5667,0.720967,101.56245,0.207092,694,0,513,3461,3974,281,2,2
445,2012-03-20,1.0,1,3,0,2,1,1,22.4333,0.538533,121.18755,0.121271,605,1,1051,5042,6093,0,2,1
275,2011-10-02,4.0,0,10,0,0,0,2,14.2667,0.345317,118.75005,0.222013,485,0,616,2302,2918,682,4,6
668,2012-10-29,4.0,1,10,0,1,1,3,17.6,0.4394,132.0,0.3582,1028,1,2,20,22,709,4,0
644,2012-10-05,4.0,1,10,0,5,1,1,24.6,0.580187,94.125,0.10635,484,0,1516,6640,8156,685,4,4
127,2011-05-07,2.0,0,5,0,6,0,1,20.8,0.512621,81.1875,0.16045,1014,0,1612,3102,4714,187,2,5
376,2012-01-11,1.0,1,1,0,3,1,2,10.9667,0.282821,127.125,0.131221,715,0,92,2085,2177,1091,1,2
236,2011-08-24,3.0,0,8,0,3,1,1,26.9333,0.630692,90.75,-1.0,935,0,949,4181,5130,504,3,2
573,2012-07-26,3.0,1,7,0,4,1,1,31.0667,0.739263,89.50005,0.28481300000000004,1012,0,1036,5825,6861,406,3,3
645,2012-10-06,4.0,1,10,0,6,0,1,22.1667,0.538521,99.62505,0.268025,755,0,3031,4934,7965,686,4,5
370,2012-01-05,,1,1,0,4,1,1,10.6333,0.278412,78.62505,0.129987,983,0,140,3132,3272,1085,1,3
125,2011-05-05,,0,5,0,4,1,1,18.3667,0.441917,66.62505,0.295392,789,0,614,3819,4433,185,2,3
21,2011-01-21,1.0,0,1,0,5,1,1,7.1,0.157833,68.56245,0.353242,725,0,75,1468,1543,1101,1,4
351,2011-12-17,4.0,0,12,0,-1,0,2,10.3333,0.249371,84.12495,0.243167,660,0,275,2464,2739,897,4,5
659,2012-10-20,4.0,1,10,0,6,0,1,19.3667,0.472842,85.93755,0.117537,988,0,2806,5284,8090,700,4,5
345,2011-12-11,4.0,0,12,0,-1,0,1,8.8333,0.253154,,0.0665417,695,0,377,2366,2743,891,4,6
528,2012-06-11,2.0,1,6,0,1,1,2,28.8333,0.659721,88.18755,0.207713,907,0,1017,5647,6664,291,2,0
493,2012-05-07,2.0,1,5,0,1,1,2,21.5,0.527142,99.62505,0.230721,893,1,1008,5265,6273,187,2,0
270,2011-09-27,4.0,0,9,0,2,1,2,25.4667,0.574525,132.81255,0.118171,903,1,477,3643,4120,607,4,1
82,2011-03-23,2.0,0,3,0,3,1,2,13.8783,0.337939,125.93475,0.234261,516,0,203,1918,2121,3,2,2
642,2012-10-03,4.0,1,10,0,3,1,2,26.3,0.599133,119.0625,0.0665458,727,0,728,6844,7572,683,4,2
611,2012-09-02,3.0,1,9,0,0,0,2,27.8667,0.649,122.25,0.06407080000000001,946,0,2613,3197,5810,582,3,6
720,2012-12-20,4.0,1,12,0,4,1,2,13.2,0.335217,100.18755,0.132463,883,0,314,3814,4128,900,4,3
525,2012-06-08,2.0,1,6,0,5,1,1,25.9667,0.597862,70.18755,0.17538299999999998,968,0,1488,6248,7736,288,2,4
338,2011-12-04,4.0,0,12,0,0,0,1,13.2333,0.3491,116.37495,0.08395830000000001,998,1,634,2851,3485,884,4,6
715,2012-12-15,4.0,1,12,0,6,0,1,12.9667,0.338383,97.56255,0.10635,619,0,767,4280,5047,895,4,5
402,2012-02-06,1.0,1,2,0,1,1,1,11.3044,0.296426,93.3261,0.1538,750,0,206,3578,3784,1186,1,0
43,2011-02-12,1.0,0,2,0,6,0,1,8.9,0.232954,81.62505,0.203367,709,0,288,1184,1472,1192,1,5
46,2011-02-15,1.0,0,2,0,2,1,1,10.6435,0.254274,47.1522,0.291374,565,0,140,1675,1815,1195,1,1
156,2011-06-05,2.0,0,6,0,0,0,2,25.9333,0.616804,97.875,0.138692,495,0,1685,3221,4906,285,2,6
149,2011-05-29,2.0,0,5,0,0,0,1,26.7,0.61555,,0.213938,667,1,2355,2433,4788,209,2,6
199,2011-07-18,3.0,0,7,0,1,1,1,29.8667,0.703925,97.6875,0.215804,840,0,841,3617,4458,398,3,0
123,2011-05-03,2.0,0,5,0,2,1,2,24.6667,0.582079,104.56245,0.342667,666,0,603,3848,4451,183,2,1
520,2012-06-03,2.0,1,6,0,0,0,1,24.1,0.575133,73.99995,0.184087,502,1,2494,5147,7641,283,2,6
294,2011-10-21,4.0,0,10,0,5,1,1,17.1,0.423596,86.12505,0.221396,918,0,676,3628,4304,701,4,4
364,2011-12-30,1.0,0,12,0,5,1,1,12.4667,0.318812,95.50005,0.13433699999999998,918,0,491,2508,2999,910,1,4
289,2011-10-16,4.0,0,10,0,0,0,1,20.4667,0.503154,73.00005,0.281717,576,1,1748,3293,5041,696,4,6
111,2011-04-21,2.0,0,4,0,4,1,1,18.3667,0.453892,61.06245,0.325258,995,0,745,3444,4189,101,2,3
671,2012-11-01,4.0,1,11,0,4,1,2,14.6333,0.369942,87.25005,0.157346,746,1,466,5520,5986,781,4,3
382,2012-01-17,1.0,1,1,0,2,1,2,14.9217,0.3642780000000001,107.41305,0.34913,786,0,127,2808,2935,1097,1,1
558,2012-07-11,3.0,1,7,0,3,1,1,28.6667,0.650271,94.99995,0.15173299999999998,707,0,975,6289,7264,391,3,2
507,2012-05-21,2.0,1,5,0,1,1,2,23.9333,0.565667,,0.233204,967,0,630,3729,4359,201,2,0
539,2012-06-22,3.0,1,6,0,5,1,1,31.1,0.724121,86.0625,0.182842,885,0,964,4859,5823,302,3,4
329,2011-11-25,,0,11,0,5,1,1,15.0,0.380671,96.5625,0.0988958,931,0,1095,1697,2792,805,4,4
403,2012-02-07,1.0,1,2,0,2,1,1,14.1667,0.361104,74.4375,0.147379,821,0,199,4176,4375,1187,1,1
138,2011-05-18,2.0,0,5,0,3,1,2,22.0,0.527158,,0.201492,832,0,536,3319,3855,198,2,2
297,2011-10-24,4.0,0,10,0,1,1,1,18.5333,0.457067,115.81245,0.118792,645,0,699,3488,4187,704,4,0
28,2011-01-28,1.0,0,1,0,5,1,2,8.1391,0.223317,118.95645,0.1233,854,0,38,1129,1167,1108,1,4
667,2012-10-28,,1,10,0,0,0,2,19.1,0.467771,104.18745,0.398008,822,0,998,3461,4459,708,4,6
122,2011-05-02,2.0,0,5,0,1,1,2,21.9667,0.532833,,0.183454,504,0,847,3554,4401,182,2,0
37,2011-02-06,1.0,0,2,0,0,0,1,11.4333,0.291671,85.24995,0.1418,565,0,354,1269,1623,1186,1,6
292,2011-10-19,4.0,0,10,0,3,1,3,21.6696,0.513848,134.28255,0.243339,502,0,254,2170,2424,699,4,2
535,2012-06-18,2.0,1,6,0,1,1,2,22.7333,0.544842,116.68755,0.174746,711,0,653,4446,5099,298,2,0
468,2012-04-12,2.0,1,4,0,4,1,1,15.9,0.387604,69.9375,0.290429,765,0,663,4746,5409,92,2,3
164,2011-06-13,2.0,0,6,0,1,1,1,25.4,0.601654,74.18745,0.30535,706,0,863,4157,5020,293,2,0
96,2011-04-06,2.0,0,4,0,3,1,1,15.6333,0.387608,70.62495,0.263063,789,0,413,2395,2808,86,2,2
482,2012-04-26,2.0,1,4,0,4,1,2,19.9333,0.483583,,0.176625,946,0,475,4551,5026,106,2,3
205,2011-07-24,3.0,0,7,0,0,0,1,33.2,0.794829,82.62495,0.16917100000000002,561,0,1050,2556,3606,404,3,6
174,2011-06-23,3.0,0,6,0,4,1,2,29.1333,0.693833,105.49995,0.238804,925,0,746,4044,4790,303,3,3
589,2012-08-11,,1,8,0,6,0,2,27.7,0.638267,109.93755,0.206479,538,0,2247,4052,6299,491,3,5
230,2011-08-18,3.0,0,8,0,4,1,1,28.4667,0.662258,98.18745,0.233208,846,0,639,3166,3805,498,3,3
649,2012-10-10,4.0,1,10,0,3,1,1,20.5667,0.503142,94.62495,0.187821,634,1,780,6911,7691,690,4,2
265,2011-09-22,3.0,0,9,0,4,1,2,25.1333,0.554963,135.31245,0.128125,919,0,555,4240,4795,602,3,3
79,2011-03-20,1.0,0,3,0,0,0,1,13.3,0.32575,71.0625,0.207721,870,0,1047,1424,2471,0,2,6
434,2012-03-09,1.0,1,3,0,5,1,2,16.4333,0.397083,61.06245,0.4148,576,0,447,4122,4569,1289,1,4
393,2012-01-28,1.0,1,1,0,6,0,1,12.6333,0.326379,81.49995,0.210829,479,0,775,3248,4023,1108,1,5
143,2011-05-23,,0,5,0,1,1,2,25.2667,0.590296,121.5,0.233842,545,0,836,3438,4274,203,2,0
543,2012-06-26,3.0,1,6,0,2,1,1,25.2333,0.594704,55.99995,0.347642,683,0,1077,6365,7442,306,3,1
26,2011-01-26,1.0,0,1,0,3,1,3,8.7,0.2036,129.375,0.29385,602,0,34,472,506,1106,1,2
112,2011-04-22,2.0,0,4,0,5,1,2,13.4667,0.321954,109.43745,0.219521,540,1,177,1506,1683,102,2,4
41,2011-02-10,1.0,0,2,0,4,1,1,5.7739,0.149548,65.60865,0.221935,840,0,47,1491,1538,1190,1,3
719,2012-12-19,,1,12,0,3,1,1,13.3,0.342162,93.81255,0.184092,951,0,333,4934,5267,899,4,2
429,2012-03-04,1.0,1,3,0,0,0,1,13.0333,0.303021,60.49995,0.334571,569,0,710,2713,3423,1284,1,6
600,2012-08-22,3.0,1,8,0,3,1,1,26.7,0.621854,101.56245,0.0702833,553,0,1094,6281,7375,502,3,2
663,2012-10-24,4.0,1,10,0,3,1,1,23.5,0.558721,95.4375,0.07277919999999999,707,0,795,6898,7693,704,4,2
463,2012-04-07,2.0,1,4,0,6,0,1,17.5,0.426129,38.12505,0.274871,875,0,3252,3605,6857,87,2,5
104,2011-04-14,2.0,0,4,0,4,1,1,18.7,0.462742,81.06255,0.1107,726,0,529,2738,3267,94,2,3
395,2012-01-30,1.0,1,1,0,1,1,1,10.7667,0.262625,60.12495,0.215792,470,0,126,3498,3624,1110,1,0
226,2011-08-14,3.0,0,8,0,0,0,2,27.0667,0.624388,122.625,0.222633,959,0,1338,2482,3820,494,3,6
309,2011-11-05,4.0,0,11,0,6,0,1,13.0667,0.323854,77.87505,0.189062,563,0,1156,2770,3926,785,4,5
256,2011-09-13,3.0,0,9,0,2,1,1,26.0333,0.603554,106.875,0.141804,652,1,701,4062,4763,593,3,1
679,2012-11-09,,1,11,0,5,1,1,14.4667,0.35541300000000003,81.12495,0.214558,738,0,709,5283,5992,789,4,4
647,2012-10-08,4.0,1,10,1,1,0,2,15.3333,0.387608,106.43745,0.189679,925,0,874,4604,5478,688,4,0
423,2012-02-27,1.0,1,2,0,1,1,1,14.6667,0.357954,73.62495,0.268033,490,0,253,4069,4322,1207,1,0
622,2012-09-13,3.0,1,9,0,4,1,1,24.5,0.579558,95.56245,0.08272080000000001,702,0,1054,6750,7804,593,3,3
662,2012-10-23,4.0,1,10,0,2,1,1,21.7667,0.530304,,0.0945458,601,0,841,6625,7466,703,4,1
629,2012-09-20,3.0,1,9,0,4,1,1,21.8667,0.532192,92.74995,0.118167,990,1,939,6781,7720,600,3,3
707,2012-12-07,4.0,1,12,0,5,1,2,12.8333,0.321958,114.62505,0.1306,708,0,349,4659,5008,887,4,4
601,2012-08-23,3.0,1,8,0,4,1,1,27.8333,0.637008,95.37495,0.08459580000000001,665,0,1363,6402,7765,503,3,3
486,2012-04-30,2.0,1,4,0,1,1,2,18.5667,0.457696,85.5,0.171638,628,0,665,4907,5572,110,2,0
140,2011-05-20,2.0,0,5,0,5,1,1,21.4667,0.529042,107.93745,0.125013,528,0,909,4008,4917,200,2,4
187,2011-07-06,3.0,0,7,0,3,1,1,28.8,0.685633,111.49995,0.149883,780,0,784,3845,4629,386,3,2
330,2011-11-26,4.0,0,11,0,6,0,1,15.0333,0.385087,102.25005,0.0684208,602,0,1249,1819,3068,806,4,5
249,2011-09-06,3.0,0,9,0,2,1,3,21.6,0.5152,133.04355,0.343943,763,0,204,2506,2710,586,3,1
98,2011-04-08,2.0,0,4,0,5,1,2,13.4333,0.324479,125.4375,0.226992,907,0,172,1299,1471,88,2,4
584,2012-08-06,3.0,1,8,0,1,1,2,30.1,0.710246,98.12505,0.129354,861,1,1233,5780,7013,486,3,0
115,2011-04-25,2.0,0,4,0,1,1,1,24.2667,0.5745,116.50005,0.185333,757,0,773,3300,4073,105,2,0
288,2011-10-15,4.0,0,10,0,6,0,1,20.2667,0.498725,72.49995,0.258083,1021,1,1899,3318,5217,695,4,5
48,2011-02-17,1.0,0,2,0,4,1,1,17.4333,0.428658,75.75,0.230104,756,0,259,2216,2475,1197,1,3
617,2012-09-08,3.0,1,9,0,6,0,2,26.3667,0.611121,119.87505,0.281104,824,0,1557,4419,5976,588,3,5
655,2012-10-16,4.0,1,10,0,2,1,1,18.7333,0.460846,83.74995,0.182221,513,0,922,6612,7534,696,4,1
50,2011-02-19,,0,2,0,6,0,1,15.9667,0.391404,28.18755,0.507463,623,0,532,1103,1635,1199,1,5
52,2011-02-21,1.0,0,2,1,1,0,2,12.1333,0.284075,90.75,0.307846,802,0,195,912,1107,1201,1,0
404,2012-02-08,1.0,1,2,0,3,1,2,10.2667,0.266421,108.43755,0.133721,510,0,109,2693,2802,1188,1,2
418,2012-02-22,1.0,1,2,0,3,1,1,15.8333,0.392667,85.18755,0.234471,655,0,394,4379,4773,1202,1,2
258,2011-09-15,,0,9,0,4,1,2,23.1,0.553671,106.37505,0.271146,501,0,428,3231,3659,595,3,3
262,2011-09-19,3.0,0,9,0,1,1,2,21.9667,0.529675,103.5,0.15174200000000002,912,0,691,3848,4539,599,3,0
581,2012-08-03,3.0,1,8,0,5,1,2,30.6333,0.722867,96.375,0.215792,937,1,1328,5847,7175,483,3,4
623,2012-09-14,3.0,1,9,0,5,1,1,25.3333,0.594083,100.875,0.103863,918,0,1379,6630,8009,594,3,4
279,2011-10-06,4.0,0,10,0,4,1,1,19.7667,0.480425,93.12495,0.134954,1017,0,639,4126,4765,686,4,3
348,2011-12-14,,0,12,0,-1,1,2,12.7,0.338362,99.5625,0.060958300000000014,781,1,178,3562,3740,894,4,2
264,2011-09-21,3.0,0,9,0,3,1,2,23.8,0.5505329999999999,135.0,0.0964042,1000,0,539,3813,4352,601,3,2
536,2012-06-19,2.0,1,6,0,2,1,1,27.5333,0.654692,103.5,0.148017,826,1,968,5857,6825,299,2,1
328,2011-11-24,4.0,0,11,1,4,0,1,14.9333,0.372471,82.37505,0.167304,785,0,560,935,1495,804,4,3
68,2011-03-09,1.0,0,3,0,3,1,2,11.8333,0.286608,116.31255,0.22015,521,1,191,1700,1891,1289,1,2
107,2011-04-17,2.0,0,4,0,-1,0,1,18.2667,0.445696,71.93745,0.303496,676,0,1558,2186,3744,97,2,6
430,2012-03-05,1.0,1,3,0,1,1,1,9.7333,0.241171,75.9375,0.228858,1019,0,203,3130,3333,1285,1,0
334,2011-11-30,4.0,0,11,0,3,1,1,13.0,0.311221,91.99995,0.271158,832,1,188,3425,3613,810,4,2
575,2012-07-28,3.0,1,7,0,6,0,1,30.2333,0.697604,91.99995,0.15735,508,0,2234,4451,6685,408,3,5
176,2011-06-25,,0,6,0,6,0,1,27.8,0.643313,72.49995,0.209571,465,0,1782,3420,5202,305,3,5
219,2011-08-07,3.0,0,8,0,0,0,1,29.7,0.715292,112.93755,0.201487,769,0,1298,2487,3785,487,3,6
19,2011-01-19,1.0,0,1,0,3,1,2,11.687000000000001,0.298422,111.26085,0.208317,1024,0,78,1572,1650,1099,1,2
93,2011-04-03,2.0,0,4,0,0,0,1,15.1333,0.378767,72.0,0.182213,829,0,1651,1598,3249,83,2,6
686,2012-11-16,4.0,1,11,0,5,1,1,13.8,0.347204,78.68745,0.171025,603,0,484,5214,5698,796,4,4
76,2011-03-17,1.0,0,3,0,4,1,1,16.6,0.410333,90.43755,0.209579,649,0,424,2320,2744,1297,1,3
72,2011-03-13,1.0,0,3,0,0,0,1,15.3739,0.380091,79.10865,0.270604,943,0,982,1435,2417,1293,1,6
523,2012-06-06,2.0,1,6,0,3,1,1,22.1667,0.542292,91.6875,0.077125,978,0,1027,6028,7055,286,2,2
534,2012-06-17,2.0,1,6,0,0,0,1,23.7,0.571975,89.8125,0.144904,615,0,2634,4344,6978,297,2,6
237,2011-08-25,3.0,0,8,0,4,1,2,27.3667,0.645854,115.75005,0.210833,786,0,435,3107,3542,505,3,3
192,2011-07-11,3.0,0,7,0,1,1,1,30.5,0.729804,95.37495,0.282337,730,0,723,3363,4086,391,3,0
480,2012-04-24,2.0,1,4,0,2,1,1,16.5333,0.405283,68.12505,0.249383,621,1,518,5115,5633,104,2,1
356,2011-12-22,1.0,0,12,0,4,1,2,16.9333,0.426121,113.625,0.047275,472,0,227,2841,3068,902,1,3
621,2012-09-12,3.0,1,9,0,3,1,1,23.9667,0.570075,86.56245,0.131846,930,0,1050,6820,7870,592,3,2
568,2012-07-21,3.0,1,7,0,6,0,3,23.8333,0.549912,129.81255,0.2133,839,0,1264,3195,4459,401,3,5
295,2011-10-22,4.0,0,10,0,6,0,1,16.9,0.425492,94.37505,0.0926667,695,1,1499,2809,4308,702,4,5
324,2011-11-20,4.0,0,11,0,0,0,2,18.5333,0.457058,102.68745,0.18595,1032,1,787,2733,3520,800,4,6
460,2012-04-04,2.0,1,4,0,3,1,1,21.6667,0.53345,70.43745,0.180975,1010,1,1058,5378,6436,84,2,2
449,2012-03-24,2.0,1,3,0,6,0,2,20.1,0.486733,132.81255,0.192783,618,0,1033,2339,3372,4,2,5
318,2011-11-14,4.0,0,11,0,-1,1,1,21.2,0.524612,88.06245,0.306596,608,0,595,3891,4486,794,4,0
331,2011-11-27,4.0,0,11,0,0,0,1,18.3667,0.4558,104.74995,0.208954,646,0,810,2261,3071,807,4,6
17,2011-01-17,1.0,0,1,1,1,0,2,7.0333,0.176771,80.625,0.194017,650,0,117,883,1000,1097,1,0
22,2011-01-22,1.0,0,1,0,6,0,1,2.3652,0.0790696,60.0,0.17197,891,0,93,888,981,1102,1,5
677,2012-11-07,4.0,1,11,0,3,1,2,11.8333,0.274621,82.125,0.304108,654,0,326,4709,5035,787,4,2
380,2012-01-15,1.0,1,1,0,0,0,1,6.6667,0.161625,62.87505,0.251258,871,1,284,2027,2311,1095,1,6
222,2011-08-10,3.0,0,8,0,3,1,1,30.6667,0.684983,63.62505,0.200258,709,0,884,3896,4780,490,3,2
39,2011-02-08,1.0,0,2,0,2,1,1,8.8333,0.198246,80.68755,0.36195,611,0,64,1466,1530,1188,1,1
182,2011-07-01,3.0,0,7,0,5,1,1,28.9,0.652162,59.4375,0.102608,795,0,1246,4116,5362,381,3,4
235,2011-08-23,,0,8,0,2,1,1,25.6333,0.606067,68.31255,0.146763,982,0,1281,4614,5895,503,3,1
630,2012-09-21,3.0,1,9,0,5,1,1,23.9667,0.571971,100.3125,0.154229,902,0,1250,6917,8167,601,3,4
344,2011-12-10,4.0,0,12,0,6,0,1,11.0,0.266412,76.125,0.233221,657,0,502,2688,3190,890,4,5
516,2012-05-30,2.0,1,5,0,3,1,2,26.2667,0.611129,100.5,0.134329,595,0,745,6110,6855,210,2,2
128,2011-05-08,2.0,0,5,0,0,0,1,21.1333,0.518933,94.75005,0.0746375,991,0,1401,2932,4333,188,2,6
326,2011-11-22,4.0,0,11,0,2,1,3,16.6667,0.421696,144.375,0.118792,525,0,69,1538,1607,802,4,1
327,2011-11-23,4.0,0,11,0,3,1,2,17.6333,0.430537,113.68755,0.335825,587,0,112,2454,2566,803,4,2
286,2011-10-13,4.0,0,10,0,4,1,2,23.5667,0.551804,134.50005,0.141787,929,0,290,2623,2913,693,4,3
470,2012-04-14,2.0,1,4,0,6,0,1,19.8,0.487996,75.43755,0.190917,748,1,2795,4665,7460,94,2,5
15,2011-01-15,1.0,0,1,0,6,0,2,9.3333,0.248112,74.8125,0.15796300000000002,991,0,222,1026,1248,1095,1,5
25,2011-01-25,1.0,0,1,0,2,1,2,8.9391,0.234526,92.54355,0.129796,977,0,186,1799,1985,1105,1,1
216,2011-08-04,3.0,0,8,0,4,1,2,28.4,0.664788,113.625,0.19715,939,1,799,3777,4576,484,3,3
660,2012-10-21,4.0,1,10,0,0,0,1,18.5667,0.456429,76.5,0.166054,521,0,2132,4692,6824,701,4,6
513,2012-05-27,2.0,1,5,0,0,0,1,27.6,0.641425,104.56245,0.215171,1005,0,3283,3308,6591,207,2,6
691,2012-11-21,4.0,1,11,0,3,1,1,14.1333,0.364892,92.0625,0.103246,666,0,615,4531,5146,801,4,2
614,2012-09-05,3.0,1,9,0,3,1,1,29.4667,0.708983,111.1875,0.187808,546,0,832,6280,7112,585,3,2
137,2011-05-17,2.0,0,5,0,2,1,2,22.4667,0.538529,125.68755,0.277354,537,0,678,3445,4123,197,2,1
136,2011-05-16,2.0,0,5,0,1,1,1,23.1,0.550512,118.18755,0.126871,470,0,773,3185,3958,196,2,0
383,2012-01-18,1.0,1,1,0,3,1,1,12.1333,0.275254,66.49995,0.415429,553,0,109,3267,3376,1098,1,2
697,2012-11-27,4.0,1,11,0,2,1,2,11.6667,0.281558,118.00005,0.237562,675,0,123,3836,3959,807,4,1
729,2012-12-29,1.0,1,12,0,6,0,2,10.1333,0.2424,112.93755,0.124383,783,0,159,1182,1341,909,1,5
301,2011-10-28,4.0,0,10,0,5,1,2,13.2333,0.318812,87.87495,0.229479,599,0,456,3291,3747,708,4,4
124,2011-05-04,,0,5,0,3,1,2,16.5667,0.40465,110.56245,0.328996,569,0,255,2378,2633,184,2,2
148,2011-05-28,2.0,0,5,0,6,0,1,26.2333,0.612379,109.43745,0.230092,712,0,2001,2757,4758,208,2,5
306,2011-11-02,4.0,0,11,0,3,1,1,15.1,0.390133,107.8125,0.08209169999999999,810,1,370,3816,4186,782,4,2
546,2012-06-29,3.0,1,6,0,5,1,1,33.3667,0.786613,73.3125,0.165417,600,0,829,4634,5463,309,3,4
23,2011-01-23,1.0,0,1,0,0,0,1,3.8609,0.0988391,65.4783,0.2466,932,1,150,836,986,1103,1,6
675,2012-11-05,4.0,1,11,0,1,1,1,12.7667,0.308075,74.12505,0.236325,491,0,378,4881,5259,785,4,0
281,2011-10-08,4.0,0,10,0,6,0,1,20.8667,0.513242,,0.0454042,746,1,2235,3174,5409,688,4,5
633,2012-09-24,4.0,1,9,0,1,1,1,20.5667,0.502513,73.93755,0.142404,944,1,1001,6435,7436,604,4,0
45,2011-02-14,1.0,0,2,0,1,1,1,16.6,0.39835,56.37495,0.417908,949,1,208,1705,1913,1194,1,0
139,2011-05-19,2.0,0,5,0,4,1,2,21.2333,0.510742,124.43745,0.10821300000000003,878,0,735,3840,4575,199,2,3
77,2011-03-18,1.0,0,3,0,5,1,1,21.6,0.5270090000000001,78.78255,0.231017,799,0,884,2355,3239,1298,1,4
108,2011-04-18,,0,4,0,1,1,1,20.5,0.503146,81.375,0.16356700000000002,637,0,669,2760,3429,98,2,0
204,2011-07-23,3.0,0,7,0,6,0,1,33.9667,0.804287,75.0,0.131221,944,0,987,2298,3285,403,3,5
245,2011-09-02,3.0,0,9,0,5,1,2,25.7333,0.604808,,0.139929,908,0,875,3852,4727,582,3,4
411,2012-02-15,1.0,1,2,0,3,1,1,13.9333,0.351629,79.6875,0.1816,998,1,141,4028,4169,1195,1,2
444,2012-03-19,1.0,1,3,0,1,1,1,21.8,0.532821,109.3125,0.16231700000000002,773,0,982,5171,6153,1299,1,0
369,2012-01-04,1.0,1,1,0,3,1,2,4.3,0.11933699999999997,62.18745,0.1847,726,0,95,2273,2368,1084,1,2
717,2012-12-17,4.0,1,12,0,1,1,2,15.7333,0.4015,136.06245,0.0982583,692,0,212,4373,4585,897,4,0
462,2012-04-06,2.0,1,4,0,5,1,1,16.1333,0.390767,,0.300388,603,0,1807,4653,6460,86,2,4
336,2011-12-02,,0,12,0,5,1,1,12.5667,0.331433,93.87495,0.100754,492,0,268,3672,3940,882,4,4
78,2011-03-19,1.0,0,3,0,6,0,1,18.9,0.466525,56.87505,0.368167,1022,1,1424,1693,3117,1299,1,5
81,2011-03-22,,0,3,0,2,1,1,17.6667,0.440642,93.68745,0.22575,551,0,460,2243,2703,2,2,1
377,2012-01-12,1.0,1,1,0,4,1,2,15.3,0.381938,120.43755,0.180967,520,0,269,3828,4097,1092,1,3
299,2011-10-26,4.0,0,10,0,3,1,2,19.3667,0.472846,108.06255,0.148642,605,0,404,3490,3894,706,4,2
497,2012-05-11,2.0,1,5,0,5,1,1,21.3333,0.520833,54.06255,0.236937,570,1,1319,5711,7030,191,2,4
